region_id,graph_source,method,sample_index,policy_id,scenario_id,scenario_family,scenario_type,seed,mode,completion_rate,censored_count,penalized_makespan,p80_arrival_time,p95_arrival_time,total_service_minutes,passengers_per_total_service_minute,selected_edge_count,selected_edge_probability,parameter_values_json,claim_scope
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,0,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,72.53,72.53,72.53,127.59,0.1646,4,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":1.2000000000000002,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.06666666666666667,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,0,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,73.04,73.04,73.04,129.08,0.1627,64,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":1.2000000000000002,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.06666666666666667,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,0,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,131.04,131.04,131.04,187.19,0.1122,4,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":1.2000000000000002,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.06666666666666667,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,0,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,131.68,131.68,131.68,189.07,0.1111,64,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":1.2000000000000002,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.06666666666666667,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,1,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,72.58,72.58,72.58,127.74,0.1644,4,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":2.0,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.06666666666666667,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,1,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,76.4,76.4,76.4,139.04,0.151,64,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":2.0,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.06666666666666667,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,1,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,131.09,131.09,131.09,187.34,0.1121,4,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":2.0,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.06666666666666667,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,1,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,135.9,135.9,135.9,201.59,0.1042,64,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":2.0,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.06666666666666667,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,2,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,72.58,72.58,72.58,127.74,0.1644,4,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":2.0,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.0,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
songpa_yangju_corridor,cached_graphml:data/cache/songpa_yangju_corridor.graphml,salib_morris,2,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,76.4,76.4,76.4,139.04,0.151,64,1.0,"{""capacity_reduction_factor"":0.25,""direct_bus_fleet_size"":4,""dispatch_interval"":10.0,""feeder_fleet_size"":5,""last_mile_access_disruption_probability"":1.0,""last_mile_fleet_size"":3,""passenger_arrival_variability"":0.26666666666666666,""passenger_volume"":21,""rail_capacity"":24,""rail_headway"":20.0,""road_background_traffic_multiplier"":2.0,""transfer_fixed_delay"":6.666666666666666,""transfer_per_passenger_delay"":0.0,""turnaround_time"":20.0}",Pilot scaffold SALib Morris sensitivity output; not calibrated real-world sensitivity evidence or an operational forecast.
